x1,x2,x3,x4,x5,x6,x7,x8,x9
26.0,52.0,78.0,104.0,130.0,156.0,182.0,208.0,234.0
260.0,312.0,390.0,520.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.0,8.0,27.0,160.0,-16.0,-136.0,160.06486740207842,-16.337582355288482,-136.03387788717188
-6.486403051633887,7.803170522718924,25.72552262574601,142.89573574352812,-22.556347503952225,-119.21590275963963,143.09911358931066,-21.87054932862491,-119.55946075926818
-5.138017728213787,7.562589013427502,24.608810784814636,127.00606741641288,-24.98657932077728,-104.48021184835767,127.24483807195914,-24.50910687120711,-104.82970312046938
-3.9415062901947038,7.312988385294782,23.628928563336622,112.54494675489485,-24.5415939477939,-91.83466588965784,112.79847424479352,-24.220864175311707,-92.15500148021735
-2.882048243317916,7.078171729921268,22.76571075521029,99.60219973239184,-22.16364585288531,-81.10819441401622,99.85631415786575,-21.956759376891764,-81.38391983731239
-1.9443800070373887,6.873853197756946,22.001250166590374,88.18233204794336,-18.53770244105749,-72.03538317326962,88.42782992641209,-18.411166411988766,-72.26253979107788
-1.1134916447896743,6.709948401681492,21.32045995938873,78.23440046471165,-14.147560427940224,-64.32603137394545,78.46575349439827,-14.07628542502013,-64.50679147739677
-0.37506493714942324,6.592327489256544,20.71111433704244,69.67392426405966,-9.326132932323056,-57.70218912753959,69.88812835643412,-9.291856568671708,-57.841452440714036
0.2842709223390082,6.524111270308058,20.16363091057445,62.3984034796905,-4.296459401468163,-51.91506729994575,62.59423394942418,-4.286183335836524,-52.0185912721276
0.8768197418390603,6.506603822539813,19.670742511599887,56.297840807007525,0.7966535781502344,-46.750194680337955,56.47523542021428,0.7919673393185889,-46.82354947478924
1.413775630743294,6.53995061709443,19.227159921078666,51.261749863511355,5.862876898892626,-42.0264036474971,51.42132984519079,5.849383281404474,-42.07444879266973
1.905246338742876,6.623591488167903,18.829253535746492,47.183451494250264,10.84893963639027,-37.59176932983027,47.326317269329884,10.830659806000353,-37.618567658198465
2.360301976129892,6.756563813214437,18.474788567914697,43.96261837084545,15.725811552991537,-33.31857192759477,44.09000931816369,15.705197923436698,-33.32728594568444
2.78704652510615,6.937695446636637,18.162707816832803,41.50648921530487,20.47929554891339,-29.098207524760742,41.61974172727718,20.45764721956589,-29.09126712030048
3.1926968106754354,7.165716757605755,17.892963225508687,39.730199469303194,25.102987317692005,-24.83660756314508,39.83060857685538,25.080698527919676,-24.81581126841217
3.5836586966432575,7.43930941719503,17.66639159146456,38.556507205517725,29.592816223758888,-20.450431687287768,38.645177016939215,29.569513193355856,-20.417036257881627
3.9656003510142197,7.757107021472872,17.484622500351055,37.91506670458652,33.94267768218201,-15.864073673728456,37.99300054847996,33.91743359054242,-15.819010445294701
4.343518707612857,8.117658089005879,17.350011382558666,37.741393813930216,38.14076670671453,-11.007497248554579,37.80938254871211,38.11209065395036,-10.951500341979603
4.721788001988462,8.519348834551879,17.265592493511463,37.97560832563417,42.16624773804057,-5.815020870955777,38.034107334930845,42.13205846212799,-5.748728037147011
5.104200854311474,8.960299258248439,17.235036821815726,38.56098403936965,45.98623499247131,-0.22493106267045704,38.61029611742941,45.94409056048549,-0.14909472839548243
5.49399392433705,9.438230645761589,17.262610598943553,39.44236721424539,49.55292148688358,5.819953560456447,39.482482171175846,49.49988092773383,5.904286484432397
5.893850497734991,9.950296876803115,17.353122551504374,40.564463790681245,52.80080707233628,12.370568729278638,40.59507193958049,52.733534720651406,12.461928075151008
6.30589536312866,10.492901340174617,17.511849160446573,41.87005977045957,55.64428040675928,19.468873478916095,41.89055317581434,55.55910605911709,19.565077072595116
6.731661561251277,11.061478997985457,17.744424092956276,43.2981743673418,57.97558712395548,27.143668733443604,43.3075397882694,57.86851019000556,27.241582473742554
7.172046158894048,11.650271543974728,18.056680809921424,44.7822538508068,59.663672659885805,35.40513645057945,44.77932981733596,59.530883694945835,35.50055517571327
7.627248157597997,12.252096671884374,18.45443519647054,46.24848514286377,60.55429488906796,44.23795457675453,46.26770330815448,60.59473167838081,44.24418497172739
-8.0,8.0,27.0,160.0,-16.0,-136.0,160.06486740207842,-16.337582355288482,-136.03387788717188
-6.486403051633887,7.803170522718924,25.72552262574601,142.89573574352812,-22.556347503952225,-119.21590275963963,143.09911358931066,-21.87054932862491,-119.55946075926818
